"ID","Malt","PPG","PotentialSG","Manufacturer","Moisture","ExtractLKG","ExtractPercent","ColourEBCIMin","ColourEBCIMax","ColourEBCEMin","ColourEBCEMax","ColourLovibondMin","ColourLovibondMax","Nitrogen","Protien","RatioSNRMin","RatioSNRMax","RatioKIMin","RatioKIMax","RatioSTMin","RatioSTMax","IDP","EDPWK","ADPLinter","Max","Characteristics","Usage"
"315","Aroma 150 MD","37","1.037","5","4.5","0","77","0","0","130","170","57","57","0","12","0","0","0","0","0","0","0","0","0","20","This malt has improves flavor stability, fullness and rounding of the beer color. It pronounces the malty flavor.","
Amber beers, Red Colored beer, Ales, Stout, Bock beers, Lagers
Amber beers, Red Colored beer, Ales, Stout, Bock beers, Lagers"
"316","Cara 20 MD","32","1.032","5","9.5","0","75","0","0","10","23","8","8","0","12.5","0","0","0","0","0","0","0","0","0","30","The Cara 20  is a very light crystal/caramel malt. The malt is produced in the drum. Due to the  caramelisation and low drying temperatures its specific taste is achieved. Adding this type of malt increases the foam stability of your beers. Trough it?s light colour it can even be added in low percentages in your Pilsen beer to improve the foamstability.","Pale Ale, Golden Ale, Light beer, Pilsen"
"317","Cara 50 MD","32","1.032","5","7.5","0","75","0","0","40","60","20","20","0","12.5","0","0","0","0","0","0","0","0","0","25","The Cara 50  is a very light crystal/caramel malt use by a lot of Belgian breweries in producing Abbey beers. The malt is produced in the drum. Due to the  caramelisation and low drying temperatures its specific taste is achieved.","Belgian Abbey beers, Pale Ale, Golden Ale"
"318","Cara 120 MD","32","1.032","5","6","0","74","0","0","100","140","45","45","0","12.5","0","0","0","0","0","0","0","0","0","15","The Cara 120  is a darker caramel malt use by a lot of Belgian breweries in producing Abbey beers. The malt is produced in the drum. The malt will impart a rich caramel-sweet arome and full flavor, as well as intense dark color.","Belgian Abbey and Trappist beers, Pale Ale, Golden Ale"
"319","Special B","30","1.03","5","5","0","72","0","0","270","350","115","135","0","12.5","0","0","0","0","0","0","0","0","0","10","Through it?s unique double drying process, the Special B has an unique arome and flavor. The Special B imparts an heavy caramel taste and is often credited with the raisin-like flavor ot some Belgian Abbey beers. It can substitute Chocolate and black malt when bitterness is not desired.","Double Belgian Abbey and Trappist beers, Stout, Dark Ale"
"320","Biscuit MD","32","1.032","5","4.5","0","75","0","0","42","70","19","27","0","12.5","0","0","0","0","0","0","0","0","0","15","This toasted malt will provide a ?warm bread or biscuit flavor and aroma and will lend a garnet-brown color. This malt is also produced in the roasting drum and has no enzymes. So it must be mashed with malts having high diastatic power.","All special beers, Belgian Abbey beers, Ales, bockbeers"
"321","Mroost 900 MD (Chocolate)","30","1.03","5","4.5","0","70","0","0","800","1000","340","340","0","12.5","0","0","0","0","0","0","0","0","0","5","This roasted malt is roasted at high temperatures and afterwards rapidly cooled when the desired color is achieved. Of course this malt gives the beer a darker aroma and beer color. Due to our unique production methods our roasted malts are less astringent.","Dark special beers, Double Abbey beer, Stout, Dark Ales, bock beers
Dark special beers, Double Abbey beer, Stout, Dark Ales, bock beers"
"322","Mroost 1400 MD (De-Bittered Black)","30","1.03","5","4.5","0","70","0","0","1300","1500","530","530","0","12.5","0","0","0","0","0","0","0","0","0","5","This roasted malt is roasted at high temperature and afterwards rapidly cooled when the desired color is achieved. Of course this malt gives the beer a darker aroma and beer color. The malt gives an smoky/burnt flavor to dark beers. Due to our unique production methods our roasted malts are less astringent.","Dark special beers, Stout, Dark Ales, bock beers"
"323","Peated roasted barley MD","30","1.03","5","4.5","0","70","0","0","1000","1400","453","453","0","12.5","0","0","0","0","0","0","0","0","0","5","This roasted pealed barley is roasted at high temperatures and afterwards rapidly cooled when the desired color is achieved. Of course this barley gives the beer a darker aroma and beer color. The barley gives an smoky/burnt flavor to dark beers. Because we are using pealed barley the undesired astringent flavor from the husk of the barley disappears!","Dark special beers, Stout, Dark Ales, bock beers"
"324","Toasted Wheat MD","37","1.037","5","6.5","0","0","0","0","0","0","12","12","0","0","0","0","0","0","0","0","0","0","0","5","This toasted wheat malt is slightly toasted. Therefore it has a bread-like, nutty flavor.","Dark special beers, Stout, Dark Ales, bock beers"
"325","1823 London Lager","37","1.037","1","4.5","308","80.5","2","3","0","0","1.5","2","1.7","10.5","35","40","0","0","0","0","68","0","75","0","Produced with the highest quality two-row spring barley that is grown by some of our long established farming families that have supplied malting barley into our malthouse at Witham (situated on the outskirts of London) for over the last 50 years. Our master maltsters then convert the barley in a style that produces a classic high extract, low DMS lager malt that is low in colour that delivers a characterful lager that has fresh malty flavours and excellent mouthfeel as the key signatures components of the clean crisp lager that the consumers experience.",""
"326","1823 Maris Otter Finest Ale","38","1.038","1","4","310","82","4","6","0","0","2","3","1.55","9.7","36","42","0","0","0","0","50","0","55","0","This is one of our finest two row Winter barley Ale malts that is produced utilising one of the UK?s oldest brewing varieties to meet the niche requirements of a growing number of dedicated craft brewers that choose Maris Otter? malt as the base of many of the great traditional British style beers they produce. This malt is produced from the cream of the Maris Otter? crop, selecting some of the lowest protein barley grown by farmers keen to support the traditions of the variety. This then allows our master maltsters to produce a very traditional low protein malt which is packed with character and flavour. Replicating the original style of Maris Otter? malts that our maltsters would have produced 50yrs ago when the variety was first grown harnessing purely the farmers skill & knowledge of his land.",""
"327","1823 Maris Otter Crystal","35","1.035","1","4.5","285","78","130","150","0","0","70","80","0","0","0","0","0","0","0","0","0","0","0","0","Our highest quality medium colour crystal malt produced at our Witham site using one of the best known English two-row winter barley varieties recognised as the heart and soul of many exceptional craft ales. The barley is grown by a limited number of dedicated farmers who work with this traditional English brewing variety, which has one of the longest crop cycles at 300 days. It is then down to our highly skilled maltsters and roasters to work hand in hand to produce one of our highest quality crystallised malts. The true art of the roasters skills/trade where they draw on all of their sensory skills to determine just when that right time is to drop the roaster burners and allow the malt to coast to the peak temperature that ensures that they achieve a malt that is packed full of very sweet honey, caramel flavours yet has a slightly bitter finish. This is the ideal product to provide enhanced colour, depth of flavour profile and aroma to any Maris Otter? based ale.",""
"328","1823 Greenwich Crystal","35","1.035","1","4.5","285","78","130","150","0","0","70","80","0","0","0","0","0","0","0","0","0","0","0","0","A classic recipe from our original Greenwich roasting house in London. This classic slow matured malt produces sweet caramel and toffee flavours from traditional methods used in the 30s and 40s. This premium crystal malt is made from the finest winter barley and malted in our Wanderhaufen in our Witham maltings before being roasted in our purpose built roasters. The finished crystal malt produced is bursting with flavour and colour that will produce a complex range of sweet caramel, toffee flavours and enhanced mouthfeel/linger in the final ales produced using this malt.",""
"329","Lager","36","1.036","9","4.5","0","81","0","0","3","4","1.7","2.1","0","11.5","0","0","35","45","0","0","0","250","0","100","The lightest in colour. Swaen?Lager can
be easily mashed with a single-temperature
infusion. Has a strong, sweet malt flavour
and perfect nature to be used as base malt.
Brings sweet malt flavour & enzymatic
power. Strong, sweet malt flavour, light golden
hue, produces excellent Pilsner and Lager.","Pilsner, Lager, Ale, K?lsch, light beers,
export beers, special beers, all other beers."
"330","Munich Dark","37","1.037","9","4.5","0","80","0","0","15","25","6","10","0","11.6","0","0","48","48","0","0","0","0","0","50","Swaen?Munich Dark imparts the basis
of the dark beer character. When you?re
looking for distinct malty flavour for strong
colours & body your malt is the
Swaen?Munich Dark. Perfect for traditional
darker beers. Even brings deeper colours
than Munich Light.
Processing barley with higher protein
content. Intensive germination at temperatures
of 18-20?C, higher degree of steeping
of 45-48%. A moist-warm initial drying
or withering. Curing temperature of 95
to 105?C for 4-5 hrs. Provides the basis
for the dark beer character, is used up to
100% of the grist. Enhanced dark beer body, head and
aroma.","Amber coloured beers; Amber beer, Alt,
dark Lagers, dark beers (dunkel), M?rzen,
Bockbier, Brown Ale, Dark Ale, Stout."
"331","Munich Light","37","1.037","9","4.6","0","80","0","0","12","15","5","6","0","11.7","0","0","48","48","0","0","0","0","0","75","Processing barley with higher protein
content. Intensive germination at
temperature of 18?C, higher degree of
steeping of 45-48%. A moist-warm initial
drying or withering. Curing temperature
of 95 to 105?C. Provides the basis for the
dark beer character is used up to 100% of
the grist.
Swaen?Munich Light imparts the basis of
the dark beer character. If you?re looking
for distinct malty flavour for strong colours
& body your best choice is
Swaen?Munich Light.
Perfect for traditional dark beers. Enhanced dark beer body, head and
aroma.","Amber coloured beers, Alt, dark Lagers,
dark beers (dunkel), M?rzen, Bockbier,
Brown Ale, dark Ale, Stout."
"332","Pilsner","36","1.036","9","4.5","0","81","0","0","3","4.5","1.7","2.2","0","11.5","0","0","34","43","0","0","0","250","0","100","Swaen?Pilsner is an obvious choice for
base malt, for every type of beer. Strong,
sweet malt flavour, and sufficient enzymatic
power. Allows the flavour of specialty malts
to come through. High quality raw material
for your excellent beers.Strong, sweet malt flavour, light golden
hue, produces excellent Pilsners and
Lagers.","Pilsner, Lager, Ale, K?lsch, light beers,
export beers, special beers, all other beers."
"333","Amber","35","1.035","9","4.5","0","77","0","0","40","60","15","23","0","0","0","0","0","0","0","0","0","0","0","25","Obvious choice for colouring and malty
flavours, for every type of beer. Allows the
flavour of malts to come through especially
biscuit hints. Also imparts bread scent and
taste. Similar to Munich malt but with more
intense aroma. Strong, sweet malt flavour, golden hue
produces excellent Pilsners, Lagers and
Ales.","Pilsner, Lager, Ale, light beers, special
beers, all other beers."
"334","Melany","37","1.037","9","4.5","0","77","0","0","60","80","23","30","0","0","0","0","0","0","0","0","0","0","0","0","Obvious choice for colouring and malty
flavours for every type of beer. Allows the
flavour of malts to come through, especially
biscuit hints. Also imparts bread scent and
taste. Similar to Munich malt but with more
intense aroma. Strong, sweet malt flavour, golden hue
produces excellent Pilsner, Lager, Ale.","Pilsner, Lager, Ale, light beers, special
beers, all other beers."
"335","Vienna","36","1.036","9","4.5","0","80","0","0","9","12","4","5","0","11.5","0","0","37","45","0","0","0","0","0","75","Our Vienna malt is perfect to correct
over-pale malts, to produce ?golden? beer
and to improve palate fullness. It has richer
flavour of malt and grain than Pilsner malt,
at the same time increasing the body and
the fullness of the beer.
Swaen?Vienna has sufficient enzymatic
activity to be used with combination of
large proportion of special malts. Also
adds subtle aromas of toffee. Smooth taste, golden colour, full body.","Vienna beer styles, Pale Ale, blond Ale,
Amber Lager, golden Ale, M?rzen, Porter,
export beers, all other beers."
"336","WhiteSwaen Dark","39","1.039","9","5.5","0","82","0","0","10","20","4.3","8.1","0","14","0","0","38","38","0","0","0","0","0","60","Richer in flavour than WhiteSwaen?
Classic. You will have a flimsy, more
sparkling beer with a typical ale aroma.
Perfect to making wheat beers but also
used in barley malt-based beers. Gives the
beer fuller body and head stability. Cured
at 100 to 110 ?C. Dark wheat malt is used
predominantly for dark wheat beers, alt
beers, and dark low alcohol beers. Best
pick for outstanding wheat & other special
beers. Excellent wheat beers with aromas perfect
for styles. Typical top-fermented aroma.","Wheat beer, light beers, alcohol-reduced
and non-alcoholic beers, top fermented
beers, K?lsch, Ale, Hefeweizen, Alt."
"337","GoldSwaen Aroma","30","1.03","9","4.5","0","75","0","0","350","450","130","170","0","0","0","0","0","0","0","0","0","0","0","10","GoldSwaen?Aroma intensifies the beer?s
body and its smoothness, promotes head
formation and retention. Caramel malts are
produced in several colour stages. They
make a considerable contribution to the
palate fullness and body, intensification of
the malt aroma, the full taste and colour
and better head retention.
By the special production procedure
GoldSwaen?Aroma has a dark-reddish
shine and a typical aroma which serves to
intensify and stabilise the flavour. Provides
a rich malty aroma and flavour to Amber
and dark Lager beers. Compared to other
traditional coloured malts, GoldSwaen?
Aroma is a real spice for your beer. Gives fuller body, mild notes of nuts,
caramel, and fruits. Improved malt aroma,
deep saturated red colour.","GoldSwaen?Aroma is used for up to 15%
of the grist for dark beers, such as Amber,
Ale, Dark Ale, Stout or Porter."
"338","GoldSwaen Belge","35","1.035","9","7","0","78","0","0","30","40","12","16","0","0","0","0","0","0","0","0","0","0","0","45","GoldSwaen?Belge imparts
honey-gold-coloured hue and restrained
notes of caramel. Strengthen the typical
flavour of belgian craft beers. Caramel notes, better head retention,
improved aroma, fuller body, deep instinct
colour","Belgian speciality beers, Belgian blonde,
Belgian brown, Belgian amber, Tripel,
Dubbel."
"339","GoldSwaen Brown","34","1.034","9","4.5","0","77","0","0","200","240","75","90","0","0","0","0","0","0","0","0","0","0","0","20","GoldSwaen?Brown intensifies the beer?s
body and its smoothness, promotes head
formation and retention. Caramel malts
are produced in several colour stages.They
make a considerable contribution to the
palate fullness and body, intensification of
the malt aroma, the full taste and colour
and better head retention. By the special
production procedure GoldSwaen?Brown
has a dark bronze shine and a typical aroma
which serves to a intensify and stabilise
the flavour. Intense caramel & biscuit aroma, round
body and colour. Improved head retention.","Pilsner, light beers, alcohol reduced beers,
Bockbier, export beers, special beers, dark
beers."
"340","GoldSwaen Classic","34","1.034","9","5.5","0","77","0","0","110","130","40","50","0","0","0","0","0","0","0","0","0","0","0","20","GoldSwaen?Classic is a type of caramel
malt. Intensifies the beer?s body and its
smoothness, promotes head formation and
retention. Creates soft toffee notes in the
beer aroma. By the special production procedure
GoldSwaen?Classic has a reddish
shine and a typical aroma which serves to
intensify and stabilise the flavour.
GoldSwaen?Classic is used in dark festival
beers and nutrient beers. Brings a darker
golden hue to your beers between
GoldSwaen?Munich Light and
GoldSwaen?Munich Dark. Intense caramel & malt aroma, full round
flavour, notes of biscuit.","Pilsner, light beers, alcohol reduced beers,
Bockbier, export beer, special beers, dark
beers. 5-10% for dark beers, 1-5% for light beer,
Pale ale.
Up to 20%"
"341","GoldSwaen Brown Supreme","33","1.033","9","4.5","0","76","0","0","280","320","105","120","0","0","0","0","0","0","0","0","0","0","0","40","GoldSwaen?Brown Supreme intensifies the
beer?s body and its smoothness, promotes
head formation and retention. Caramel
malts are produced in several colour stages.
They make a considerable contribution
to the palate fullness and body, intensification
of the malt aroma, the full taste and
colour and better head retention. By the
special production procedure
GoldSwaen?Brown Supreme has a dark
bronze shine and a typical aroma which
serves to intensify and stabilise the flavour. Intense caramel & biscuit aroma, round
body and colour. Improved head retention.","Pilsner, light beers, alcohol reduced beers,
Bockbier, export beers, special beers, dark
beers."
"342","GoldSwaen Hell","35","1.035","9","8","0","79","0","0","20","30","8","12","0","0","0","0","0","0","0","0","0","0","0","50","GoldSwaen?Hell gives a slight
caramel-sweet aroma and golden colour
to your beer. Remarkable mouthfeel, head,
head retention, and extended beer stability. Caramel notes, better head retention,
improved aroma, fuller body, deep intense
colour.","Pilsner, light beers, alcohol reduced beers,
Bockbier, export beers, special beers, dark
beers."
"343","GoldSwaen Light","33","1.033","9","9","0","75","0","0","10","20","4","8","0","0","0","0","0","0","0","0","0","0","0","50","GoldSwaen?Light is a type of caramel
malt. Intensifies the beer?s body and its
smoothness. Promotes head formation and
retention. Creates soft toffee notes in the
beer aroma. Caramel malts are produced
in several colour stages. They make a considerable
contribution to the palate fullness
and body, intensification of the malt aroma,
the full taste and colour and better head
retention.
GoldSwaen?Light enhances the colour
slightly, brings sweetness and malty aroma
to your beer. Improved foam, head retention, fuller body","Pilsner, light beers, alcohol reduced beers,
Bockbier, export beers, special beers, dark
beers."
"344","GoldSwaen Munich Dark","34","1.034","9","5.5","0","77","0","0","130","160","50","60","0","0","0","0","0","0","0","0","0","0","0","20","GoldSwaen?Munich Dark by the special
production procedure has a reddish shine
and a typical aroma which serves to
intensify and stabilise the flavour.
GoldSwaen?Munich Dark used in dark
festival beers and nutrient beers. Also
brings the tipical hint of Munich malt, which
is distinct malty flavour and strong colour.
Intensifies the beer?s body and its
smoothness. Caramel malts are produced
in several colour stages. They make a
considerable contribution to the palate
fullness and body, intensification of the malt
aroma, the full taste and colour and better
head retention. Intense caramel & malt aroma, full round
flavour, notes of biscuit.","Pilsner, light beers, alcohol reduced beers,
Bockbier, export beers, special beers, dark
beers. 5-10% for dark beers, 1-5% for light beers,
Pale Ale.
Up to 20%."
"345","GoldSwaen Munich Light","34","1.034","9","4.5","0","80","0","0","80","110","30","40","0","0","0","0","0","0","0","0","0","0","0","25","GoldSwaen?Munich Light intensifies the
beer?s body and its smoothness. Promotes
head formation and retention. Caramel
malts are produced in several colour stages.
They make a considerable contribution
to the palate fullness and body, intensification
of the malt aroma, the full taste and
colour and better head retention.
Thanks to the special production procedure
GoldSwaen?Munich Light has a reddish
shine and a typical aroma which serves to
intensify and stabilise the flavour. Used in
dark festival beers and nutrient beers. If you
want to find the ?golden mean? between
light gold and reddish hue, choose this
one. Intense caramel & malt aroma, full round
flavour, notes of biscuit.","Pilsner, light beers, alcohol reduced beers,
Bockbier, export beers, special beers, dark
beers. 5-10 for dark beers, 1-5% for light beers,
Pale Ale.
Up to 25%."
"346","GoldSwaen Red","35","1.035","9","7","0","78","0","0","40","60","15","23","0","0","0","0","0","0","0","0","0","0","0","35","GoldSwaen?Red is used for up to 25% of
the grist, particularly in the production of
Ale, red Lager, Altbier or Lager. Has reddish
shine and typical aroma which serves
to intensify and stabilise the flavour. Improved malt aroma, red colour, fuller
body, notes of biscuit & honey.","Pilsner, light beers, alcohol reduced beers,
Bockbier, export beers, special beers, dark
beers."
"347","GoldSwaen Rye","38","1.038","9","6","0","81","0","0","150","200","57","76","0","0","0","0","0","0","0","0","0","0","0","5","GoldSwaen?Rye enhances the aroma
of beers with typical rye flavour. Imparts
a mild smoky and typical roasty aroma.
Gives nice brown colour to your beer. Typical roasty aroma. Enhances deeper
colour.","Schwarzbier, dark beers, Stout, Porter, Ale,
Bockbier, Altbier, all beer types for
colouration."
"348","GoldSwaen Wheat","37","1.037","9","5.5","0","82","0","0","100","140","38","53","0","0","0","0","0","0","0","0","0","0","0","15","GoldSwaen?Wheat brings intensified
caramel aroma, notes of bread, caramel
and toffee. Also gives fuller body. Emphasized typical wheat aroma,
enhanced colour. Mild notes of almond,
biscuits and bread. Promoted fullness.","Schwarzbier, dark beers, Stout, Porter, Ale,
Bockbier, Altbier, dark wheat beers, all
beer types for colouration."
"349","BlackSwaen Biscuit","36","1.036","9","4.5","0","79","0","0","70","90","27","35","0","0","0","0","0","0","0","0","0","0","0","20","Obvious choice for colouring and malty
flavours, for every type of beer. Strong,
sweet malt flavour, and sufficient enzymatic
power. Gives the flavour of specialty malts,
especially biscuit hints. Also imparts bread
aroma and taste. Strong, sweet malt flavour, golden hue
produces excellent Pilsners, Lagers, Ales.","Pilsners, Lagers, Ales, K?lsch, light beers,
export beers, special beers, all other beers."
"350","BlackSwaen Black","25","1.025","9","4.5","0","73","0","0","1000","1250","375","470","0","0","0","0","0","0","0","0","0","0","0","5","BlackSwaen?Black brings special character
for your beer. Enhances the aroma of
beers by producing a more determinative
flavour than other coloured malts. Imparts a
slight burnt or smoky flavour. Adds aroma, colour and body, with a mild
smooth flavour.","Schwarzbier, dark beers, Stout, Porter, Ale,
Bockbier, Altbier, all beer types for colouring."
"351","BlackSwaen Chocolate B","28","1.028","9","4.5","0","75","0","0","800","1000","300","375","0","0","0","0","0","0","0","0","0","0","0","5","BlackSwaen?Chocolate B brings deeper
aroma as well as beer colour for dark
beers. A highly roasted malt with a deep
brown colour. Used to adjust the colour of
beer and imparts a nutty, toasted flavour.
Provides a less bitter flavour than
BlackSwaen?Black malt and it also has
lighter colour, because it is roasted for
shorter period of time and at lower
temperatures. Deeper aroma and colour of dark beers.
Smoky notes.","Schwarzbier, dark beers, Stout, Porter, Ale
beer, Bockbier, Altbier, all beer types for
colouring."
"352","BlackSwaen Chocolate W","25","1.025","9","4.5","0","78","0","0","800","1000","300","375","0","0","0","0","0","0","0","0","0","0","0","5","BlackSwaen?Chocolate W roasted wheat
malt is for top fermented beers, used in
amounts of 1% for Altbier or dark wheat
beers. To enhance colour and mild toast
hints. For real specialties, in a special way. Improved colour as well as intensified
aroma of dark, top fermented beers. Slight
roast aroma.","Schwarzbier, dark beers, Stout, Porter, Ale,
Bockbier, Altbier, dark wheat beers, all
beer types for colouring."
"353","BlackSwaen Coffee","28","1.028","9","4.5","0","77","0","0","500","800","190","300","0","0","0","0","0","0","0","0","0","0","0","10","BlackSwaen?Coffee imparts a nutty and
creamy taste to reach coffee flavour and
aroma to beers. Adds a smooth mouth feel
and complexity to any dark Ale.
Reinforces the colour of the beer. Crafted
for unmistakable notes to your special
beers. Brings in a ?coffee? note to Stouts
and Porters. Aroma of dark top fermented beers,
improved colour.","Stouts, Porters, Scottish Ale, dark Belgian
style beers, slightly in brown Ales for hints
of fresh roasted coffee."
"354","BlackSwaen Black Extra","25","1.025","9","4.5","0","71","0","0","1250","1400","470","530","0","0","0","0","0","0","0","0","0","0","0","5","BlackSwaen?Black Extra is our darkest
roasted malt. Brings special character for
your beer. Enhances the aroma of beers
by producing a more determinative flavour
than other coloured malts. Imparts a slight
burnt or smoky flavour.
You just found the black diamond! Adds aroma, colour and body, with a mild
smooth flavour","Schwarzbier, dark beers, Stout, Porter, Ale
beer, Bockbier, Altbier, all beer types for
colouring."
"355","BlackSwaen Black W","25","1.025","9","4.5","0","78","0","0","1000","1250","375","470","0","0","0","0","0","0","0","0","0","0","0","5","BlackSwaen?Black W roasted wheat malt
is for top fermented beers, used in amounts
of 1% for Altbier or dark wheat beers.
To enhance colour and mild toast hints,
meanwhile gives better head retention and
body. For real specialties in a special way. Improved colour as well as intensified
aroma of dark, top fermented beers. Slight
roast aroma.","Schwarzbier, dark beer, Stout, Porter, Ale
beer, Bockbier, Altbier, dark wheat beers,
all beer types for coloruation."
"356","BlackSwaen Coffee Light W","25","1.025","9","4.5","0","78","0","0","300","500","110","190","0","0","0","0","0","0","0","0","0","0","0","10","BlackSwaen?Coffee Light W imparts a
nutty and creamy taste to reach a mild
coffee flavour and aroma to beers, brings
a ?coffee? note in Stouts and Porters. Adds
a smooth mouth feel and complexity to any
dark Ale without any malt bitterness.
Reinforces the colour of the beer. Crafted
for unmistakable notes to your special
beers. Improved colour as well as intensified
aroma of dark, top fermented beers. Slight
roast aroma.","Schwarzbier , dark beers, Stout, Porter,
Ale, Bockbier, Altbier, dark wheat beers, all
beer types for coloring."
"357","BlackSwaen Honey Bisuit","36","1.036","9","4.5","0","80","0","0","80","90","30","35","0","0","0","0","0","0","0","0","0","0","0","20","Distinguishes well balanced flavour and
aroma profile. The typical dry biscuit
combined with sweet malty and honey taste
with a touch of chocolate. The distinged aromas and flavours add
extra complexity to the different beer styles.","Belgian style Blondes and Triples, Ale and
Brown Ale. Seasonal autumn and winter
beers, barrel aged Ale."
"358","Beech Smoked Barley","37","1.037","11","5","0","77","0","0","4","8","2.1","3.6","0","13","0","0","38","45","0","0","0","0","0","100","Produced from quality two-row spring barley. Unique in the world. Initially formulated specifically
for the traditional Bamberg Rauchbier (Bamberg Smoked Beer). Can be used for any kind of lager or
ale with a complex flavor. Carefully dried over hot, smoky ambers of well-aged beech wood to
achieve characteristic smoky flavor, while preserving relatively pale color. Flavor: characteristic,
well-rounded aroma of beech wood smoke; malty-sweet; notes of vanilla and honey","Smoked Wheat Ales; Porter; Smoked Beer; Kellerbiere; Scottish Ales; Smoked
Ales; Smoked Porter;"
